ward,year,item,category,location,cost
17,2021,Street Resurfacing Menu,Street Resurfacing,ON S WOLCOTT AVE FROM W 78TH ST TO W 79TH ST,52600
17,2021,Alley Resurfacing Menu,Alleys,W LITHUANIAN PLAZA CT & S CAMPBELL AVE&S MAPLEWOOD AVE & W 70TH ST,52280
17,2021,Street Resurfacing Menu,Street Resurfacing,ON S THROOP ST FROM W 68TH ST TO W 69TH ST,50040
17,2021,Street Resurfacing Menu,Street Resurfacing,ON S BISHOP ST FROM W 76TH ST TO W 79TH ST,48860
17,2021,Street Resurfacing Menu,Street Resurfacing,ON S PAULINA ST FROM W 77TH ST TO W 78TH ST,46310
17,2021,Bus Pad,Misc.,1758 W 69TH ST,32680
17,2021,Alley Resurfacing Menu,Alleys,W 74TH ST & S ABERDEEN ST&S MAY ST & W 75TH ST,31890
17,2021,Alley Apron Menu,Alleys,ON W 70TH ST FROM S MAPLEWOOD AVE TO S ROCKWELL ST,30800
17,2021,Alley Resurfacing Menu,Alleys,W 65TH ST & S TROY ST&S ALBANY AVE & W 66TH ST,29820
17,2021,Alley Apron Menu,Alleys,3400 W 73RD ST,28350
17,2021,Sidewalk Menu,Sidewalk Repair,7300 S ASHLAND AVE; ON W 73RD ST FROM S ASHLAND AVE TO S MARSHFIELD AVE,20800
17,2021,Sidewalk Menu,Sidewalk Repair,7201 S HOMAN AVE,20010
17,2021,Street Resurfacing Menu,Street Resurfacing,ON W 71ST PL FROM 2150 W TO S HOYNE AVE,18390
17,2021,Sidewalk Menu,Sidewalk Repair,7920 S WINCHESTER AVE,16240
17,2021,Street Resurfacing Menu,Street Resurfacing,ON S STEWART AVE FROM S VINCENNES AVE TO W 80TH ST ; ON S STEWART AVE FROM W 80TH ST TO W 81ST ST,13100
17,2021,Sidewalk Menu,Sidewalk Repair,7353 S HONORE ST,7060
17,2021,Street Speed Hump Menu,Street Redesign,6300 S SACRAMENTO AVE; ON S SACRAMENTO AVE FROM W 63RD ST TO W 64TH ST,4700
17,2021,Street Speed Hump Menu,Street Redesign,ON S ABERDEEN ST FROM W 74TH ST TO W 75TH ST,4700
17,2021,Street Speed Hump Menu,Street Redesign,ON S BISHOP ST FROM W 77TH ST TO W 78TH ST,4700
17,2021,Street Speed Hump Menu,Street Redesign,ON S JUSTINE ST FROM W 70TH ST TO W 71ST ST,4700
17,2021,Street Speed Hump Menu,Street Redesign,ON S SAWYER AVE FROM W 71ST ST TO W 72ND ST,4700
17,2021,Sidewalk Menu,Sidewalk Repair,7722 S SANGAMON ST,3880
17,2021,Bollard Menu,Misc.,7114 S KEDZIE AVE,1330
17,2021,Bollard Menu,Misc.,1634 W 71ST ST; W 71ST ST & S MARSHFIELD AVE,860
17,2021,Alley Speed Hump Menu,Alleys,6641 S ALBANY AVE; W 66TH ST & S ALBANY AVE&S WHIPPLE ST & W MARQUETTE RD,700
17,2021,Miscellaneous CDOT Projects,Misc. CDOT,7400 S MAY ST,660
17,2021,Street Light Upgrade Menu,Lighting,7934 S CARPENTER ST,500
17,2021,Miscellaneous CDOT Projects,Misc. CDOT,7958 S CARPENTER ST,150
17,2022,Street Resurfacing Menu,Street Resurfacing,ON S WINCHESTER AVE FROM W 80TH ST TO W 83RD ST,160430
17,2022,Sidewalk Menu,Sidewalk Repair,ON W 73RD PL FROM S ST LOUIS AVE TO S CENTRAL PARK AVE,145250
17,2022,Sidewalk Menu,Sidewalk Repair,ON W 74TH ST FROM S ST LOUIS AVE TO S CENTRAL PARK AVE,144600
17,2022,Street Resurfacing Menu,Street Resurfacing,ON S WOLCOTT AVE FROM W 81ST ST TO W 83RD ST,112640
17,2022,Street Resurfacing Menu,Street Resurfacing,ON S BISHOP ST FROM W 76TH ST TO W 79TH ST,105900
17,2022,Street Resurfacing Menu,Street Resurfacing,ON S HERMITAGE AVE FROM W 81ST ST TO W 83RD ST,97500
17,2022,Sidewalk Menu,Sidewalk Repair,ON W 73RD ST FROM S ST LOUIS AVE TO S CENTRAL PARK AVE,79800
17,2022,Street Resurfacing Menu,Street Resurfacing,ON S PAULINA ST FROM W 68TH ST TO W 69TH ST,58260
17,2022,Street Resurfacing Menu,Street Resurfacing,ON W 71ST PL FROM S HOMAN AVE TO S ST LOUIS AVE,54020
17,2022,Street Resurfacing Menu,Street Resurfacing,ON W 73RD ST FROM S HOMAN AVE TO S ST LOUIS AVE,53200
17,2022,Street Resurfacing Menu,Street Resurfacing,ON S WOOD ST FROM W 80TH ST TO W 81ST ST,52870
17,2022,Street Resurfacing Menu,Street Resurfacing,ON S TALMAN AVE FROM W 68TH ST TO W LITHUANIAN PLAZA CT,52760
17,2022,Street Resurfacing Menu,Street Resurfacing,ON S PAULINA ST FROM W 76TH ST TO W 77TH ST,51170
17,2022,Street Resurfacing Menu,Street Resurfacing,ON W 74TH ST FROM S HOMAN AVE TO S ST LOUIS AVE,50780
17,2022,Street Resurfacing Menu,Street Resurfacing,ON S PAULINA ST FROM W 78TH ST TO W 79TH ST,50360
17,2022,Street Resurfacing Menu,Street Resurfacing,ON S HERMITAGE AVE FROM W 79TH ST TO W 80TH ST,49610
17,2022,Street Resurfacing Menu,Street Resurfacing,ON W 73RD PL FROM S ST LOUIS AVE TO S CENTRAL PARK AVE,45260
17,2022,Alley Resurfacing Menu,Alleys,S GREEN ST & W 76TH ST&W 77TH ST & S PEORIA ST,33040
17,2022,Alley Apron Menu,Alleys,1480 W 74TH ST; 1500 W 74TH ST; ON S LAFLIN ST FROM W 73RD PL TO W 74TH ST,25850
17,2022,Sidewalk Menu,Sidewalk Repair,ON S PAULINA ST FROM W 78TH ST TO W 79TH ST,14760
17,2022,Curb & Gutter Menu,Street Resurfacing,8058 S WOLCOTT AVE,13040
17,2022,Sidewalk Menu,Sidewalk Repair,1401 W 71ST PL,10450
17,2022,Sidewalk Menu,Sidewalk Repair,8217-8219 S WOLCOTT AVE,9780
17,2022,Curb & Gutter Menu,Street Resurfacing,6925 S ARTESIAN AVE,5800
17,2022,1 LPR w/ Existing Camera NW Corner 7051 S. Western Avenue,Misc.,7051 S WESTERN AVE,5490
17,2022,Sidewalk Menu,Sidewalk Repair,6553 S RICHMOND ST,4830
17,2022,Street Speed Hump Menu,Street Redesign,ON S BISHOP ST FROM W 76TH ST TO W 77TH ST,4700
17,2022,Street Speed Hump Menu,Street Redesign,ON W 75TH PL FROM S ASHLAND AVE TO S PAULINA ST,4700
17,2022,Street Light Upgrade Menu,Lighting,ON W 75TH ST FROM S OAKLEY AVE TO S WESTERN AVE,1500
17,2022,Bollard Menu,Misc.,7114 S KEDZIE AVE,1330
17,2022,Miscellaneous CDOT Projects,Misc. CDOT,1057 W 79TH ST,150
17,2022,Miscellaneous CDOT Projects,Misc. CDOT,7752 S GREEN ST,150
18,2019,Curb & Gutter Menu,Street Resurfacing,ON S FRANCISCO AVE FROM W 81ST ST TO W 82ND ST,113710
18,2019,Street Resurfacing Menu,Street Resurfacing,ON S SAWYER AVE FROM W 80TH ST TO W 82ND ST,108820
18,2019,Sidewalk Menu,Sidewalk Repair,ON S CLAREMONT AVE FROM W 72ND ST TO W 73RD ST,89770
18,2019,Street Resurfacing Menu,Street Resurfacing,ON S CENTRAL PARK AVE FROM W 81ST ST TO W COLUMBUS AVE,76070
18,2019,Street Resurfacing Menu,Street Resurfacing,ON S KARLOV AVE FROM W 86TH ST TO W 87TH ST,59560
18,2019,Street Resurfacing Menu,Street Resurfacing,ON W 81ST ST FROM 3600 W TO S LAWNDALE AVE,57360
18,2019,Street Resurfacing Menu,Street Resurfacing,ON W 81ST ST FROM S ARTESIAN AVE TO S MAPLEWOOD AVE,55570
18,2019,Street Resurfacing Menu,Street Resurfacing,ON S SPRINGFIELD AVE FROM W 79TH ST TO W 80TH ST,51400
18,2019,Sidewalk Menu,Sidewalk Repair,3600 W 84TH PL,50600
18,2019,Street Resurfacing Menu,Street Resurfacing,ON W 78TH PL FROM S SPRINGFIELD AVE TO S HAMLIN AVE,49910
18,2019,Street Resurfacing Menu,Street Resurfacing,ON S SEELEY AVE FROM W 84TH ST TO W 85TH ST,49020
18,2019,Street Resurfacing Menu,Street Resurfacing,ON S TROY ST FROM W 82ND ST TO W 83RD ST,48210
18,2019,Street Resurfacing Menu,Street Resurfacing,ON W 85TH ST FROM S CALIFORNIA AVE TO S WASHTENAW AVE,47960
18,2019,Street Resurfacing Menu,Street Resurfacing,ON S TROY ST FROM W 71ST ST TO W 72ND ST,46470
18,2019,Street Resurfacing Menu,Street Resurfacing,ON S TROY ST FROM W 81ST ST TO W 82ND ST,45020
18,2019,Street Resurfacing Menu,Street Resurfacing,ON S KOMENSKY AVE FROM W 79TH ST TO W 80TH ST,44030
18,2019,Sidewalk Menu,Sidewalk Repair,ON S TALMAN AVE FROM W 79TH ST TO W 80TH ST,37740
18,2019,Sidewalk Menu,Sidewalk Repair,ON S CAMPBELL AVE FROM W 80TH ST TO W 81ST ST,37510
18,2019,Sidewalk Menu,Sidewalk Repair,ON S WASHTENAW AVE FROM W 80TH ST TO W 81ST ST,35820
18,2019,Street Resurfacing Menu,Street Resurfacing,ON S WASHTENAW AVE FROM W 85TH PL TO W 86TH PL,35370
18,2019,Sidewalk Menu,Sidewalk Repair,ON S RICHMOND ST FROM W 81ST ST TO W 82ND ST,33280
18,2019,Street Resurfacing Menu,Street Resurfacing,ON W 78TH PL FROM S RIDGEWAY AVE TO S REILLY AVE,24460
18,2019,Sidewalk Menu,Sidewalk Repair,ON W 81ST PL FROM S MAPLEWOOD AVE TO S TALMAN AVE,19960
18,2019,Street Resurfacing Menu,Street Resurfacing,ON W 76TH PL FROM 2151 W TO S HAMILTON AVE,16230
18,2019,Sidewalk Menu,Sidewalk Repair,8062 S SPAULDING AVE,15690
18,2019,Street Resurfacing Menu,Street Resurfacing,ON W 78TH ST FROM 2151 W TO S HAMILTON AVE,15290
18,2019,Sidewalk Menu,Sidewalk Repair,ON S SEELEY AVE FROM W 75TH PL TO W 76TH ST,10870
18,2019,Sidewalk Menu,Sidewalk Repair,2812 W 86TH ST,7100
18,2019,Curb & Gutter Menu,Street Resurfacing,8557 S KEDVALE AVE,5940
18,2019,Street Speed Hump Menu,Street Redesign,ON W 75TH PL FROM S RIDGEWAY AVE TO S LAWNDALE AVE,4700
18,2019,Street Speed Hump Menu,Street Redesign,ON W 77TH ST FROM S RIDGEWAY AVE TO S LAWNDALE AVE,4700
18,2019,Street Speed Hump Menu,Street Redesign,ON W 81ST ST FROM S CICERO AVE TO S KILPATRICK AVE,4700
18,2019,Street Speed Hump Menu,Street Redesign,ON W 84TH ST FROM S TRIPP AVE TO S KOLIN AVE,4700
18,2019,Sidewalk Menu,Sidewalk Repair,8247 S TALMAN AVE,4260
18,2019,Sidewalk Menu,Sidewalk Repair,3629 W 82ND PL,3410
18,2019,Sidewalk Menu,Sidewalk Repair,7607 S SEELEY AVE,2370
18,2019,Sidewalk Menu,Sidewalk Repair,7619 S SEELEY AVE,2370
18,2019,Street Resurfacing Menu,Street Resurfacing,ON S ARTESIAN AVE FROM W 76TH ST TO W 77TH ST,60
18,2020,Street Resurfacing Menu,Street Resurfacing,ON S KEDVALE AVE FROM W 84TH ST TO W 85TH ST,84000
18,2020,Street Resurfacing Menu,Street Resurfacing,ON S WHIPPLE ST FROM W 81ST ST TO W 82ND ST,69210
18,2020,Street Resurfacing Menu,Street Resurfacing,ON W 83RD PL FROM S SPRINGFIELD AVE TO S PULASKI RD,68040
18,2020,Street Resurfacing Menu,Street Resurfacing,ON S KENNETH AVE FROM W 85TH ST TO W 86TH ST,66720
18,2020,Street Resurfacing Menu,Street Resurfacing,ON S SPAULDING AVE FROM W 81ST ST TO W 82ND ST,64480
18,2020,Street Resurfacing Menu,Street Resurfacing,ON W 85TH ST FROM S DAMEN AVE TO S HOYNE AVE,61200
18,2020,Street Resurfacing Menu,Street Resurfacing,ON S ALBANY AVE FROM W 81ST ST TO W 82ND ST,60900
18,2020,Street Resurfacing Menu,Street Resurfacing,ON S OAKLEY AVE FROM W 72ND ST TO W 73RD ST,57040
18,2020,Street Resurfacing Menu,Street Resurfacing,ON S CHRISTIANA AVE FROM W 81ST ST TO W 82ND ST,54640
18,2020,Street Resurfacing Menu,Street Resurfacing,ON S HOYNE AVE FROM W 84TH ST TO W 85TH ST,53960
18,2020,Street Resurfacing Menu,Street Resurfacing,ON S SACRAMENTO AVE FROM W 82ND ST TO W 83RD ST,53940
18,2020,Street Resurfacing Menu,Street Resurfacing,ON S SPAULDING AVE FROM W 82ND ST TO W 83RD ST,53850
18,2020,Street Resurfacing Menu,Street Resurfacing,ON S TRUMBULL AVE FROM W 79TH ST TO W 80TH ST,53450
18,2020,Street Resurfacing Menu,Street Resurfacing,ON S MAPLEWOOD AVE FROM W 74TH ST TO W COLUMBUS AVE,53270
18,2020,Street Resurfacing Menu,Street Resurfacing,ON S SEELEY AVE FROM W 75TH PL TO W 76TH ST,49960
18,2020,Street Resurfacing Menu,Street Resurfacing,ON S ARTESIAN AVE FROM W 76TH ST TO W 77TH ST,48250
18,2020,Street Resurfacing Menu,Street Resurfacing,ON W 78TH PL FROM S ST LOUIS AVE TO S CENTRAL PARK AVE,48250
18,2020,Street Resurfacing Menu,Street Resurfacing,ON S CLAREMONT AVE FROM W 81ST ST TO W 81ST PL,41010
18,2020,Sidewalk Menu,Sidewalk Repair,ON W 82ND ST FROM S SPRINGFIELD AVE TO S PULASKI RD,40540
18,2020,Street Resurfacing Menu,Street Resurfacing,ON S WHIPPLE ST FROM W 77TH ST TO W COLUMBUS AVE,39380
18,2020,Alley Apron Menu,Alleys,7201 S KEDZIE AVE,30760
18,2020,Street Resurfacing Menu,Street Resurfacing,ON W 86TH ST FROM S CALIFORNIA AVE TO S MOZART ST,28750
18,2020,Street Resurfacing Menu,Street Resurfacing,ON W 84TH ST FROM W COLUMBUS AVE TO S HAMLIN AVE,27700
18,2020,Sidewalk Menu,Sidewalk Repair,7518-7530 S HAMILTON AVE,15610
18,2020,Alley Apron Menu,Alleys,ON S HAMLIN AVE FROM W 86TH PL TO W 87TH ST,15430
18,2020,Alley Apron Menu,Alleys,3520 W 83RD PL,15230
18,2020,Sidewalk Menu,Sidewalk Repair,7901 S HOMAN AVE,11380
18,2020,Sidewalk Menu,Sidewalk Repair,8000 S SAWYER AVE,11120
18,2020,Sidewalk Menu,Sidewalk Repair,2959 W 73RD ST,9800
18,2020,Sidewalk Menu,Sidewalk Repair,7925 S CHRISTIANA AVE,9380
18,2020,Sidewalk Menu,Sidewalk Repair,2043 W 75TH PL,8990
18,2020,Street Speed Hump Menu,Street Redesign,ON W 79TH PL FROM S KARLOV AVE TO S KEELER AVE,4700
18,2020,Street Speed Hump Menu,Street Redesign,ON W 85TH ST FROM S FRANCISCO AVE TO S WHIPPLE ST,2350
18,2020,Sidewalk Menu,Sidewalk Repair,S KILPATRICK AVE & W 78TH ST; 7758 S KILPATRICK AVE,2270
18,2020,Sidewalk Menu,Sidewalk Repair,8613 S KARLOV AVE,1850
18,2020,Alley Speed Hump Menu,Alleys,S TRUMBULL AVE & W 77TH ST&W 78TH ST & S HOMAN AVE,1400
18,2020,Street Resurfacing Menu,Street Resurfacing,ON S ARTESIAN AVE FROM W 73RD ST TO W 74TH ST,1170
18,2021,Street Resurfacing Menu,Street Resurfacing,ON W 77TH PL FROM S KENTON AVE TO S KOSTNER AVE,121240
18,2021,Street Resurfacing Menu,Street Resurfacing,ON S HOMAN AVE FROM W 81ST ST TO W 82ND ST,77600
18,2021,Street Resurfacing Menu,Street Resurfacing,ON S SAWYER AVE FROM W 85TH PL TO W 86TH ST ; ON W 86TH ST FROM S SAWYER AVE TO S CHRISTIANA AVE,74960
18,2021,Street Resurfacing Menu,Street Resurfacing,ON W 84TH ST FROM S CALIFORNIA AVE TO S FRANCISCO AVE,65360
18,2021,Street Resurfacing Menu,Street Resurfacing,ON W 84TH ST FROM S KEDZIE AVE TO S ALBANY AVE,60840
18,2021,Street Resurfacing Menu,Street Resurfacing,ON S WASHTENAW AVE FROM W 81ST ST TO W 82ND ST,55020
18,2021,Sidewalk Menu,Sidewalk Repair,ON W 83RD PL FROM S ST LOUIS AVE TO W COLUMBUS AVE,54660
18,2021,Street Resurfacing Menu,Street Resurfacing,ON W 85TH PL FROM S WASHTENAW AVE TO S CALIFORNIA AVE,54310
18,2021,Street Resurfacing Menu,Street Resurfacing,ON S ARTESIAN AVE FROM W 73RD ST TO W 74TH ST,53250
18,2021,Street Resurfacing Menu,Street Resurfacing,ON S KEATING AVE FROM W 77TH ST TO W 78TH ST,52600
18,2021,Street Resurfacing Menu,Street Resurfacing,ON S HAMILTON AVE FROM W 83RD ST TO W 84TH ST,52550
18,2021,Street Resurfacing Menu,Street Resurfacing,ON S SPAULDING AVE FROM W 78TH ST TO W 79TH ST,51530
18,2021,Street Resurfacing Menu,Street Resurfacing,ON S HOMAN AVE FROM W 77TH ST TO W 78TH ST,51470
18,2021,Street Resurfacing Menu,Street Resurfacing,ON S KOMENSKY AVE FROM W 86TH ST TO W 87TH ST,51300
18,2021,Street Resurfacing Menu,Street Resurfacing,ON S KOLIN AVE FROM W 86TH ST TO W 87TH ST,48250
18,2021,Street Resurfacing Menu,Street Resurfacing,ON S SPAULDING AVE FROM W 77TH ST TO W 78TH ST,46450
18,2021,Street Resurfacing Menu,Street Resurfacing,7600 S CAMPBELL AVE,44600
18,2021,Street Resurfacing Menu,Street Resurfacing,ON W 77TH ST FROM S ST LOUIS AVE TO S CENTRAL PARK AVE,43980
18,2021,Speed Indicator Signs,Misc.,4302 W 79TH ST; 4260 W 79TH PL; 4139 W 79TH ST,42000
18,2021,Street Resurfacing Menu,Street Resurfacing,ON S ST LOUIS AVE FROM W 84TH ST TO W 85TH ST,40140
18,2021,Street Resurfacing Menu,Street Resurfacing,ON W 86TH PL FROM S CENTRAL PARK AVE TO S LAWNDALE AVE,37690
18,2021,Street Resurfacing Menu,Street Resurfacing,ON W 78TH ST FROM S SPRINGFIELD AVE TO S HAMLIN AVE,36060
18,2021,Street Resurfacing Menu,Street Resurfacing,ON S MOZART ST FROM W 86TH ST TO W 86TH PL,35190
18,2021,Sidewalk Menu,Sidewalk Repair,8100 S WHIPPLE ST,27470
18,2021,Speed Indicator Signs,Misc.,2715-2717 W 83RD ST; 2832 W 83RD ST,25000
18,2021,Sidewalk Menu,Sidewalk Repair,ON W 82ND PL FROM S SPRINGFIELD AVE TO S PULASKI RD,23550
18,2021,Alley Apron Menu,Alleys,7755 S TROY ST,13820
18,2021,Sidewalk Menu,Sidewalk Repair,8000 S ARTESIAN AVE,12170
18,2021,Sidewalk Menu,Sidewalk Repair,7301 S WASHTENAW AVE,11520
18,2021,Sidewalk Menu,Sidewalk Repair,3500 W 78TH ST,11420
18,2021,Alley Resurfacing Menu,Alleys,W 82ND PL & S HOYNE AVE&W 83RD ST & S HOYNE AVE,11010
18,2021,Speed Indicator Signs,Misc.,3410 W COLUMBUS AVE,11000
18,2021,Speed Indicator Signs,Misc.,3521 W COLUMBUS AVE,11000
18,2021,Sidewalk Menu,Sidewalk Repair,8203-8213 S SPAULDING AVE,10650
18,2021,Curb & Gutter Menu,Street Resurfacing,7944 S KOSTNER AVE,7950
18,2021,Sidewalk Menu,Sidewalk Repair,8540 S KOSTNER AVE,6680
18,2021,Sidewalk Menu,Sidewalk Repair,8114 S RICHMOND ST; 8156 S RICHMOND ST; 8112 S RICHMOND ST,6550
18,2021,Sidewalk Menu,Sidewalk Repair,8015-8017 S ST LOUIS AVE,5340
18,2021,Sidewalk Menu,Sidewalk Repair,8545 S CALIFORNIA AVE,5190
18,2021,Street Speed Hump Menu,Street Redesign,ON S HOYNE AVE FROM W 78TH ST TO W 79TH ST,4700
18,2021,Street Speed Hump Menu,Street Redesign,ON S TALMAN AVE FROM W 82ND ST TO W 83RD ST,4700
18,2021,Sidewalk Menu,Sidewalk Repair,2050 W 79TH PL,4320
18,2021,Sidewalk Menu,Sidewalk Repair,8200 S WHIPPLE ST,3810
18,2021,Sidewalk Menu,Sidewalk Repair,7247 S FAIRFIELD AVE,3640
18,2021,Sidewalk Menu,Sidewalk Repair,8200 S WASHTENAW AVE,3270
18,2021,Sidewalk Menu,Sidewalk Repair,8001 S ARTESIAN AVE,2900
18,2021,Sidewalk Menu,Sidewalk Repair,2940 W 82ND ST,2890
18,2021,Sidewalk Menu,Sidewalk Repair,7949 S CAMPBELL AVE,2520
18,2021,Sidewalk Menu,Sidewalk Repair,8442 S KENNETH AVE,2390
18,2021,Street Speed Hump Menu,Street Redesign,ON S HAMILTON AVE FROM W 78TH ST TO W 79TH ST,2350
18,2021,Street Speed Hump Menu,Street Redesign,ON W 78TH ST FROM S HOYNE AVE TO S HAMILTON AVE,2350
18,2021,Sidewalk Menu,Sidewalk Repair,7640 S CAMPBELL AVE,2090
18,2021,Sidewalk Menu,Sidewalk Repair,7926 S ALBANY AVE,1860
18,2021,Sidewalk Menu,Sidewalk Repair,3106 W 84TH ST,1400
18,2021,Sidewalk Menu,Sidewalk Repair,3115 W 84TH PL,1160
18,2021,Miscellaneous CDOT Projects,Misc. CDOT,2140 W 79TH ST,660
18,2021,Curb & Gutter Menu,Street Resurfacing,7525 S ST LOUIS AVE,580
18,2021,Bollard Menu,Misc.,8059 S KEDZIE AVE,520
18,2021,Street Light Upgrade Menu,Lighting,8643 S KEATING AVE,500
18,2022,Street Resurfacing Menu,Street Resurfacing,ON S KILBOURN AVE FROM W 79TH PL TO W 81ST ST,119300
18,2022,Street Resurfacing Menu,Street Resurfacing,ON S KILPATRICK AVE FROM W 81ST ST TO W 82ND ST,73550
18,2022,Street Resurfacing Menu,Street Resurfacing,ON W 83RD PL FROM S ALBANY AVE TO S KEDZIE AVE,68980
18,2022,Street Resurfacing Menu,Street Resurfacing,ON S KILBOURN AVE FROM W 83RD PL TO W 84TH PL,57740
18,2022,Street Resurfacing Menu,Street Resurfacing,ON S FAIRFIELD AVE FROM W 82ND ST TO W 83RD ST,56660
18,2022,Street Resurfacing Menu,Street Resurfacing,ON S KOLIN AVE FROM W 85TH ST TO W 86TH ST,56370
18,2022,Street Resurfacing Menu,Street Resurfacing,ON W 84TH PL FROM S HAMLIN AVE TO S SPRINGFIELD AVE,56180
18,2022,Street Resurfacing Menu,Street Resurfacing,ON S HOMAN AVE FROM W 78TH ST TO W 79TH ST,56120
18,2022,Street Resurfacing Menu,Street Resurfacing,ON S RICHMOND ST FROM W 71ST ST TO W 72ND ST,56040
18,2022,Street Resurfacing Menu,Street Resurfacing,ON S TROY ST FROM W 80TH ST TO W 81ST ST,53280
18,2022,Street Resurfacing Menu,Street Resurfacing,ON S WHIPPLE ST FROM W 82ND ST TO W 83RD ST,53150
18,2022,Street Resurfacing Menu,Street Resurfacing,ON S KOLMAR AVE FROM W 86TH ST TO W 87TH ST,52970
18,2022,Street Resurfacing Menu,Street Resurfacing,ON S KEELER AVE FROM W 86TH ST TO W 87TH ST,52450
18,2022,Street Resurfacing Menu,Street Resurfacing,ON W 80TH PL FROM S ST LOUIS AVE TO S CENTRAL PARK AVE,52040
18,2022,Street Resurfacing Menu,Street Resurfacing,ON W 84TH ST FROM S HOMAN AVE TO S ST LOUIS AVE,51680
18,2022,Street Resurfacing Menu,Street Resurfacing,ON W 81ST PL FROM S CENTRAL PARK AVE TO S LAWNDALE AVE,51540
18,2022,Street Resurfacing Menu,Street Resurfacing,ON W 84TH ST FROM S KEDZIE AVE TO S SPAULDING AVE,51460
18,2022,Street Resurfacing Menu,Street Resurfacing,ON S WASHTENAW AVE FROM W 79TH ST TO W 80TH ST,51300
18,2022,Street Resurfacing Menu,Street Resurfacing,ON S KNOX AVE FROM W 86TH ST TO W 87TH ST,48740
18,2022,Street Resurfacing Menu,Street Resurfacing,ON W 81ST PL FROM S ST LOUIS AVE TO S CENTRAL PARK AVE,48610
18,2022,Street Resurfacing Menu,Street Resurfacing,ON S WHIPPLE ST FROM W 71ST ST TO W 72ND ST,48250
18,2022,Street Resurfacing Menu,Street Resurfacing,ON S FRANCISCO AVE FROM W 73RD ST TO W 74TH ST,43180
18,2022,Street Resurfacing Menu,Street Resurfacing,ON W 86TH PL FROM S CALIFORNIA AVE TO S MOZART ST,30280
18,2022,Sidewalk Menu,Sidewalk Repair,3500 W 78TH PL,23080
18,2022,Sidewalk Menu,Sidewalk Repair,8238 S LAWNDALE AVE,19740
18,2022,Street Light Upgrade Menu,Lighting,8600 S DAMEN AVE,17490
18,2022,Sidewalk Menu,Sidewalk Repair,3701 W 79TH PL,15060
18,2022,Sidewalk Menu,Sidewalk Repair,8140 S CLAREMONT AVE,14020
18,2022,Street Resurfacing Menu,Street Resurfacing,ON W HAYFORD ST FROM S LAWNDALE AVE TO S PULASKI RD,13150
18,2022,Street Speed Hump Menu,Street Redesign,7700 S SPAULDING AVE,11750
18,2022,Street Speed Hump Menu,Street Redesign,ON S FRANCISCO AVE FROM W 83RD ST TO W 85TH ST,9400
18,2022,Sidewalk Menu,Sidewalk Repair,2651 W 84TH ST,8670
18,2022,Sidewalk Menu,Sidewalk Repair,8610 S KNOX AVE,7290
18,2022,Street Light Upgrade Menu,Lighting,3934 W 86TH ST,7000
18,2022,Sidewalk Menu,Sidewalk Repair,2048 W 83RD ST,6900
18,2022,Sidewalk Menu,Sidewalk Repair,3631 W 82ND ST,6880
18,2022,Sidewalk Menu,Sidewalk Repair,8618 S KNOX AVE,6290
18,2022,Sidewalk Menu,Sidewalk Repair,8019 S KEELER AVE,5570
18,2022,LPR w/ Existing Camera NW Corner 7051 S. Western Avenue,Misc.,7051 S WESTERN AVE,5490
18,2022,Street Speed Hump Menu,Street Redesign,ON S HOMAN AVE FROM W 76TH ST TO W 77TH ST,4700
18,2022,Street Speed Hump Menu,Street Redesign,ON S ST LOUIS AVE FROM W 83RD PL TO W 84TH PL,4700
18,2022,Street Speed Hump Menu,Street Redesign,ON W 77TH ST FROM S SPAULDING AVE TO S HOMAN AVE,4700
18,2022,Street Speed Hump Menu,Street Redesign,ON W 85TH ST FROM S SPRINGFIELD AVE TO S PULASKI RD,4700
18,2022,Sidewalk Menu,Sidewalk Repair,8153 S FAIRFIELD AVE; 8155 S FAIRFIELD AVE,3460
18,2022,Pavement Markings Menu,Street Redesign,ON W 77TH ST FROM S SPAULDING AVE TO S CHRISTIANA AVE,3100
18,2022,Sidewalk Menu,Sidewalk Repair,3643 W 86TH PL,2860
18,2022,Curb & Gutter Menu,Street Resurfacing,7959 S KEDVALE AVE,1730
18,2022,Floodlight Menu,Lighting,2354 W 74TH ST,950
18,2022,Floodlight Menu,Lighting,W 86TH ST & W COLUMBUS AVE,950
18,2022,Street Light Upgrade Menu,Lighting,3521 W 82ND PL,500
19,2019,Street Resurfacing Menu,Street Resurfacing,ON S ST LOUIS AVE FROM W 103RD ST TO W 105TH ST,106980
19,2019,Street Resurfacing Menu,Street Resurfacing,ON W 109TH ST FROM S WHIPPLE ST TO S KEDZIE AVE,98030
19,2019,Street Resurfacing Menu,Street Resurfacing,ON S DREW ST FROM W 105TH ST TO W 107TH ST,79420
19,2019,Street Resurfacing Menu,Street Resurfacing,ON S LONGWOOD DR FROM W 91ST ST TO W 93RD ST,70540
19,2019,Street Resurfacing Menu,Street Resurfacing,ON S ST LOUIS AVE FROM W 107TH ST TO W 108TH ST,59010
19,2019,Street Resurfacing Menu,Street Resurfacing,ON S ST LOUIS AVE FROM W 108TH ST TO W 109TH ST,51990
19,2019,Street Resurfacing Menu,Street Resurfacing,ON N CAMPBELL AVE FROM W 108TH ST TO W 109TH ST,51750
19,2019,Beverly Park Playground Improvements Second Installment Phase II,Parks,2460 W 102ND ST,50000
19,2019,Street Resurfacing Menu,Street Resurfacing,ON W MONTVALE AVE FROM S VINCENNES AVE TO S HERMOSA AVE,49850
